hour,day_of_week,temperature,humidity,occupancy,building_type,is_holiday,previous_usage,energy_usage
1,6,25.873192648672376,52.85469172758473,249,Library,0,16.343008389284975,95.46244628671047
21,3,36.29217953504745,73.4537947269881,249,Academic,0,27.648743469294253,127.27650397496018
16,4,33.24046364424088,45.19313976444018,209,Hostel,0,8.24168171476396,67.5939541096957
3,2,28.84191513891544,31.72961168655133,8,Hostel,0,13.605351261880202,43.06390851634396
13,0,29.182434730732908,74.54533945156362,98,Library,0,18.435544123811837,59.272681433595444
9,0,28.134558620706805,62.45939773199827,35,Admin,1,8.261761371644624,30.44341796388049
2,1,28.811057523712414,37.556699348159015,56,Library,1,17.113143911433,34.64969902417643
2,2,27.49067324178692,59.59514259055647,62,Lab,0,26.906971552718403,79.66376112884866
14,6,23.12584758826017,67.17501044440002,275,Admin,0,7.232923453449069,66.91606490940592
5,3,28.044367294262063,56.406182805028614,212,Library,0,14.247062802015055,84.25910293532034
16,3,36.78637108536072,75.43865290633096,19,Library,0,21.3502528565645,61.169108278775184
11,6,23.919789995056746,63.329922208058576,246,Lab,1,21.227986266240805,122.48116141027339
21,5,26.64364340271522,59.58243229109219,5,Lab,0,24.68320077430419,67.80225416051142
19,2,23.540403669226635,58.058261076394814,72,Academic,0,19.50450504551616,74.50438060419519
23,3,33.78666147836775,57.03841546280307,106,Hostel,0,14.012744455419744,74.67231831550455
10,1,32.14852064686856,68.17102013468681,92,Library,0,14.760944564153878,60.971130387584836
3,4,21.60843589823091,52.75626858004223,284,Academic,0,20.24688451166019,111.57770350315316
5,0,17.90768785763992,69.24299901834969,218,Admin,0,11.893255983486224,80.03548203149501
0,2,32.32850589417306,59.679064383109434,48,Admin,0,14.130727615071585,55.44949080036882
19,0,21.303664390059584,56.58343595107134,294,Hostel,1,16.53360729498035,95.87215103112756
22,4,32.141331783945,50.379431385384756,287,Admin,1,13.318561498991153,108.34096317419733
15,2,24.809634823666073,50.51968302375623,176,Hostel,0,14.710087088450663,85.27752994602147
14,4,31.474998344438823,59.78529277097765,298,Admin,0,7.309487200427813,82.09522177169791
16,3,30.220582130842075,70.19655140844348,107,Admin,0,12.347334243603594,63.26807891549162
7,6,25.317729424885325,62.565987948631815,283,Library,1,19.34197586842913,85.58148701183086
11,3,23.605039934019448,44.28291990421077,64,Lab,0,21.16760828633512,50.69121662057982
21,6,30.878983564454664,31.01608951086836,53,Library,0,12.048466860390397,50.93923499846387
20,3,24.537071400447505,66.09637275966156,298,Academic,1,24.475770245301014,138.28675543740258
9,4,33.544901192635514,95.24452413195468,29,Lab,0,21.506379933357614,85.9229379044958
14,4,23.83825042705956,50.8620819639067,245,Library,0,15.691783414630557,88.7262558381567
8,4,29.751751604027486,48.045799932945954,209,Lab,0,24.345077670297343,91.53292678075935
1,0,26.048977470198725,67.30789312580943,220,Lab,0,30.295151653855058,118.75962150524165
4,4,28.02857055276395,42.0867535437463,169,Lab,0,26.908718419537255,73.74476731907626
5,3,24.497365046944836,77.44297532241245,213,Admin,0,14.373738104456802,77.7223581374287
6,1,27.106967822950544,61.184652910503004,68,Lab,0,26.167062064225853,67.61940382424928
20,4,15.191242189709907,54.60082147058301,233,Admin,0,17.98567655236942,92.73278840347336
0,1,23.935387588202524,43.38827155722166,14,Lab,1,23.768105204362357,68.72478636657814
22,6,25.061941582949192,68.23103495984773,133,Admin,0,13.03068105427044,45.60472000688215
6,3,27.640617352071676,48.337040452858446,205,Lab,0,29.77121965274551,109.8862786314641
19,4,34.465958843510805,65.63822025830217,23,Academic,0,24.45145683101816,71.11315448512848
11,0,24.511347420018083,60.9863401739843,84,Library,0,15.196052733770856,57.93623441939469
15,0,35.06992578498901,74.37136178886625,141,Lab,0,19.924737845352276,91.45900306747544
15,6,23.692906809512223,57.38466521559121,139,Academic,0,18.847656798154667,81.56045583028134
10,1,22.459390179454147,100.0,121,Library,0,21.230789507688257,79.3673183950808
20,5,18.578918657390137,63.32457293650205,299,Hostel,0,11.710222688456746,78.92140755072106
3,0,31.033923234771684,57.194050155427554,178,Lab,0,26.873595207535974,88.54797717181319
12,0,28.430112125204477,49.16432394914559,207,Hostel,0,13.078661845225987,96.43940134305467
6,0,30.737681096409972,68.15005802900465,165,Library,0,15.783237499505109,64.040861129221
3,3,28.658103444944665,49.500878578706484,40,Library,0,19.936416648883526,53.75828550031214
14,0,27.95401417974537,43.386945833366894,121,Lab,1,26.76344004275166,81.85678240703022
18,2,29.42211870225986,47.969729325185796,43,Academic,0,26.125810194513164,76.36038765535986
8,4,38.76243066398659,52.11769096739723,74,Lab,0,28.928825147135814,82.00732561833279
10,6,25.630309019884105,88.74676034172164,271,Academic,0,20.393717274449635,112.90172309285867
7,0,38.27161102781366,59.387095633346355,165,Lab,0,25.717555023650238,101.32689329274166
0,5,32.26181567400179,45.0849190615659,249,Academic,0,20.99529774165256,91.58221546440491
22,5,29.825989542057123,71.33190449695809,85,Admin,0,8.30046092936849,34.240734417171446
23,0,30.772642850109044,57.827639266504676,136,Academic,0,16.82704654389209,70.29113624881079
7,0,12.021879557549816,74.42145147118391,38,Academic,0,22.271035070009074,43.49235414602407
12,2,26.69168207884612,83.67636701964845,86,Library,0,18.758679786090884,55.57486059654512
21,0,24.648833188932816,32.623588561782604,154,Hostel,0,10.031053465451922,72.03884512332519
3,0,38.561966641572134,20.0,159,Lab,0,28.578545524813734,114.9825317867793
7,4,26.293006734331957,84.87203409823707,63,Library,0,15.472856402905048,31.032618292280166
2,5,27.851000119025894,44.690163621138154,222,Hostel,0,11.506311357495358,60.42121094691225
8,2,27.769781328141455,29.52235121506027,145,Library,1,15.056229126849589,69.18843050303309
1,5,21.467336791689,47.12705592806481,203,Library,1,18.66483695223992,77.7160239717325
1,2,25.19889186117566,40.48583709730104,66,Lab,0,27.82635333977282,76.58096074463526
12,5,32.0844895565328,43.412240197528604,4,Admin,0,12.89194206084367,39.63663501352431
14,0,17.340966078739232,67.83615165335233,58,Library,0,17.135455503887258,69.46453426346639
22,5,29.556761915070254,49.60904446159308,75,Lab,0,22.57726204001364,84.39718466363095
11,5,23.49260105570784,30.731907313682594,259,Academic,0,21.64049372253841,108.65128731588351
3,2,34.499594890309055,55.4881015193087,247,Hostel,0,12.628269825481905,95.92054574916054
7,6,29.974608836040133,42.23272459804605,15,Lab,0,32.06371513915394,60.88507419233951
8,1,20.401160585949803,51.25978449259794,74,Admin,0,10.859896606822964,52.207956641663266
22,2,25.919273917441362,52.118431651751564,175,Lab,0,32.678537853016735,119.43401799033786
4,2,30.267800151322945,67.68223426217834,135,Lab,1,25.51640995547873,84.70628663910948
23,2,26.48022968464729,47.419181250444595,276,Academic,1,19.7152990002362,105.4782662332853
19,3,28.725601664638017,65.46675085068361,281,Hostel,0,13.117066059904944,97.33928804994966
17,6,27.903816194679703,31.073264164487117,167,Hostel,0,10.22564932248617,59.92254361540345
10,3,32.33410542958329,68.48147003109496,29,Admin,1,15.979040602596946,37.512709341715464
14,3,30.197828873329698,74.48395488598206,268,Hostel,0,14.29128866088585,120.0008702439161
21,2,27.758958071787195,51.54647312601239,0,Academic,0,21.88127210938371,67.60563082355395
8,1,28.089588691109583,42.721146501264755,170,Admin,0,16.84526955577851,76.22651096157203
16,2,22.585829687084775,38.83598668802924,128,Academic,0,19.606607466233495,58.995044521835105
11,0,35.33691005267746,54.61769444416583,167,Academic,0,19.721752233313584,90.0033926382111
6,1,42.811069322102725,73.24107878680569,60,Lab,0,26.434729375863668,76.17802553570434
9,3,26.348253767242642,48.613327565282795,116,Lab,0,22.15138774877085,77.12669951143846
9,5,28.238497354368143,71.67163369570989,122,Lab,1,20.513517663980608,102.7875369290672
12,5,33.07523471729238,37.72924397339674,259,Library,0,11.48892825493273,107.70824800758052
18,6,33.04734836246063,49.72685625327382,225,Academic,0,23.723775580659964,80.82202985139266
10,4,28.89154978157847,54.34605948323778,291,Hostel,0,13.022102075582268,100.48836596815711
12,6,23.11915490765731,58.24592311371923,185,Admin,1,14.353133575516406,78.94578236325782
20,1,37.09079418337893,50.0085974993649,84,Library,0,15.224411594392953,69.31625816954917
7,3,31.406171599975,73.69964959429524,217,Lab,0,21.267021722587298,95.01415319063273
7,1,29.10274453447611,73.93515695110344,142,Library,0,18.598181916340625,75.95055858189819
3,1,24.385861849307133,52.37769334903875,89,Library,0,13.333065007102112,40.91421171395758
14,5,28.28977584320586,47.19254936704786,267,Academic,0,21.73961380973612,116.59063426006368
10,2,18.927763163687253,45.99377373224516,75,Academic,0,22.770511040495244,74.50290299378673
10,0,31.704523165255637,70.51587433449342,68,Hostel,0,13.867080560224249,72.3733836849511
0,4,32.923673428756025,45.02476580336067,297,Admin,0,13.422253424716938,86.17567575257901
16,3,29.148794959713772,33.079149040963685,159,Admin,0,7.730658536489377,66.14538984333815
14,1,23.19873537790519,35.31762574294693,7,Lab,1,34.775072346322744,96.48835107401567
19,4,30.259487930582356,65.00463620358036,218,Hostel,0,15.320383989934909,84.90565832023638
5,1,31.93679023347168,34.51961128965455,87,Admin,0,14.343678525586503,44.35450535346786
23,5,24.283818166109526,49.01618216283469,140,Library,0,18.802753676709596,82.8938981580519
21,0,32.66996111576893,56.53237946424625,28,Library,0,15.58247174223042,66.5791053913396
14,5,30.622587172970878,29.76842357990792,12,Admin,0,12.233228512031436,33.24236868830724
8,4,26.629918430904517,57.73408913836317,62,Library,0,19.25487870278612,78.37322463478054
13,3,25.211722104506737,50.13147003106796,174,Library,0,14.896814418002556,67.06435623600191
17,1,27.105626975759723,26.390418819263054,215,Lab,0,27.17340568306237,114.61257725136394
16,0,23.14666116308613,57.928384752459735,234,Library,0,17.403341371789615,86.87523708204145
17,5,29.301313649554857,60.93701507826249,86,Admin,0,9.796466423061265,50.61956321285581
4,4,30.792422603896167,57.7701509385057,73,Academic,0,21.331381668156563,71.838104574666
19,5,33.84298296397745,62.56467237214669,293,Library,0,10.917031896113594,98.792726654225
19,1,29.487243026119746,58.8717642395563,68,Admin,0,14.753887241859323,44.77280197380832
8,1,29.95658883105268,65.95228171093325,68,Library,1,20.70961357780631,56.26006883105784
10,3,26.659961287473216,40.8120669095195,222,Hostel,0,16.717208430595075,93.77194484923288
23,0,23.629482185686633,34.04759786645619,284,Lab,0,30.491881581935644,133.50622429037048
21,2,25.850340145378958,37.5801758501879,121,Academic,1,17.713402720011846,80.03889280386193
0,5,35.14035405951244,42.81762449681219,262,Library,0,15.325075100942758,84.18473195554576
17,1,31.17040468376488,85.32934230392723,220,Admin,0,12.376284265544545,78.34890119227693
5,4,30.036985888221853,42.95031432516227,163,Academic,0,20.38643818362727,70.79773854653311
1,5,18.923146051516273,47.17343611613767,262,Library,0,14.688109488569053,77.82294964185066
14,3,29.564066583718493,51.4853450365451,91,Hostel,0,11.260550408901263,55.64023683444116
20,3,21.35158696303686,49.648780131431835,265,Admin,0,17.180899913050744,88.30197741851786
13,1,21.708157028475583,82.22815084056309,73,Lab,0,23.500807809630363,86.74064032337573
4,1,22.268236955774594,29.11592676430803,89,Library,0,20.969169033617035,66.0032639396856
5,1,24.135832699818504,87.7805759992742,295,Admin,0,13.485283522382751,89.10040552698312
5,6,32.16694744980706,57.17041319789627,128,Library,0,16.609051201048686,66.39482780368579
21,2,29.13296063088999,69.42228476063752,48,Lab,1,27.628961753414696,73.35840779446438
17,1,23.28426861011249,55.30553582419436,85,Hostel,0,18.57033178964958,64.37821407478789
13,5,25.096294408582644,67.22903652252359,143,Lab,0,18.12661681289462,73.19347700079264
9,5,30.49157210226619,40.83460614181903,134,Lab,0,27.077418128553656,111.57041586425964
13,6,31.489035678668273,34.67540843929835,114,Lab,0,26.447015705540547,70.97701025785952
12,6,28.66816596594367,93.8968152654424,276,Academic,1,20.55782791638558,97.33130849972935
2,0,22.262547924631125,83.70207338059485,65,Admin,0,14.821511846212182,48.90330930546869
5,4,25.937369637313584,39.19332468055026,186,Library,0,14.168813131469417,73.59110033639378
7,1,39.904957446696706,65.74820729101694,200,Hostel,0,10.547327081444589,78.86865354469704
11,5,21.94562983441166,72.3681537171347,137,Library,0,11.847249580560923,73.66911962273134
12,6,29.87466434223841,64.90282359786916,51,Academic,0,17.277949294327076,61.9946958124684
10,5,38.60416497667018,51.87508651309132,212,Hostel,0,16.06231851920738,79.04519841791127
11,5,26.63257883347519,85.36748978923627,157,Academic,0,21.514543944954568,96.31957026990466
0,6,37.1690192968189,65.31493935692524,289,Library,1,18.649990915149505,109.73980352650305
16,2,24.561576896183556,41.08144501361398,205,Hostel,1,12.62059911079126,93.27597571802187
15,6,18.125524844653,49.19670548292689,135,Library,0,14.75390621423768,67.50181059651797
10,6,25.103610135269033,38.95034568064162,74,Admin,0,16.961167323148317,67.56892180593584
12,4,24.211474993136967,53.38904722826769,68,Academic,0,23.059347459429734,39.56468260361711
17,6,19.64910903791887,52.90381878298756,48,Admin,0,14.25656436673427,45.813361603646115
10,3,25.912755154723403,66.33043923802708,201,Admin,0,6.525736321039324,60.2690938126043
11,6,32.954980898624754,66.10972238203651,61,Library,0,21.873093037921887,74.02589194363725
5,5,25.02939905727549,60.82508929328517,166,Library,0,15.724168711322172,65.48182138009179
8,1,26.11998421468513,60.42098456898887,204,Lab,0,26.518708375362294,113.21241725988521
15,5,34.85254326554117,70.64900133121743,148,Lab,1,27.342701785759893,108.50861470167973
3,4,24.258645010129676,51.61243384429442,120,Hostel,0,14.493590679498208,53.605252186726226
2,3,31.094638067976188,20.0,96,Library,0,15.484073759604339,57.14206988574439
15,6,19.46283544775558,86.66451928673156,52,Academic,0,20.435101591696824,60.9133779199455
23,2,23.16928985605082,41.33890192615855,8,Library,0,17.909451108472485,52.21245243263112
11,0,26.932844674008795,65.43199961707923,250,Library,1,18.546398568560537,105.43908344746846
10,6,34.04559904975298,49.89068124031636,123,Admin,0,15.659336596458829,65.03229351498375
4,1,23.437299912897135,75.9704644755229,121,Admin,0,8.707344386871913,37.328401339017184
17,0,23.377200858979165,40.57462577461225,198,Lab,0,24.362246662921585,106.67002244596378
18,2,29.361762437959815,44.33821752097802,94,Hostel,0,16.558863629574127,76.60534210910293
22,4,30.164432473202243,47.53349763500425,29,Hostel,0,9.289380297905723,27.53927609066578
22,4,22.82201012610037,63.31443846184705,91,Library,0,16.48477144641233,66.73976666597763
5,2,25.390521311958796,58.34555576729652,83,Academic,0,17.6421333063212,49.69762121267069
21,5,33.433304139254915,63.47812349612433,14,Admin,0,13.653528504247307,61.42747376461613
17,2,22.099954563263232,56.90135565608595,142,Academic,0,17.46476493105548,87.24185663098282
5,6,29.707383695235393,68.98043341070333,208,Admin,0,10.921265300323563,68.19533652280298
3,1,25.412332555434027,69.23199108046626,22,Library,0,15.12872690973661,29.983826195648334
11,3,35.01290708521534,77.71720446637397,143,Hostel,0,14.739038028063856,76.93111573766055
18,6,30.902098782336793,60.15694869819927,86,Library,0,18.874965924460064,58.707383596896726
1,6,32.402814471538335,60.08531486989488,192,Admin,0,15.095848035712963,85.85075030742748
16,6,25.3120797240602,81.50512939952188,172,Hostel,1,14.614827353213515,78.75462526927927
10,0,32.12257578009298,72.96103917097824,262,Academic,0,16.67103535488166,115.39444500094132
10,0,31.992385052226233,62.781016538147256,294,Academic,0,27.738839405789385,137.78354124836818
20,4,30.597444370740064,34.082899655900235,49,Lab,1,25.74445199130421,91.52467735552264
15,6,26.586953662543873,29.744779023415028,47,Academic,0,20.821133638777077,63.11163986596227
1,5,28.81302672525019,64.19059494428953,48,Lab,1,26.726790861880914,60.79557751164211
1,4,18.736452325673607,64.8088723030134,167,Hostel,0,15.061456882714388,53.762775102941504
22,1,36.79502309006445,44.15820220509089,166,Library,0,13.458819087843835,85.78868854019731
7,2,24.980387031281417,60.30845840004672,81,Library,0,17.3157184185037,65.89220485610882
12,0,26.325746351944105,41.30281640390239,62,Hostel,1,19.464505089005584,62.245011987808596
9,6,21.411007337902998,63.582690755869706,227,Hostel,0,7.972421658732916,61.35154309859293
7,1,31.364474331495728,63.97331219632841,213,Admin,0,12.096939293958533,72.07564799585077
3,4,30.64605021955517,63.876139815716215,129,Academic,0,16.635301605985926,68.66759677111129
14,4,26.52241853372241,60.033034811454066,153,Academic,0,22.96662436625234,79.87864581545996
0,0,16.326637758421455,50.5881659481196,241,Academic,0,23.423403725630745,85.53310321209274
10,4,24.442222529852515,51.82459615643655,95,Lab,0,25.617043710112203,70.27531307405803
6,5,30.300113493971583,72.38647872792511,231,Academic,1,20.182669774940937,94.44953317284363
16,4,29.257108037023233,61.22372283574305,237,Admin,0,9.357139432671376,82.26068067451385
19,3,27.768992644455174,62.321334995013174,17,Library,0,8.92670173952404,32.586430694979754
23,2,25.880261689626053,56.297347261089065,245,Library,0,15.18940539191862,96.78044789177626
17,4,20.106899257854472,64.77174754019838,59,Lab,0,25.358878749558297,78.3419295448772
21,3,32.81935259499703,69.38396032854182,129,Admin,0,12.12909120512986,74.80735443025267
21,1,20.79939435460294,45.58049412812055,48,Hostel,0,4.1643232902915575,27.570128176057057
11,4,26.978753439603445,63.89120926761749,165,Library,0,10.823925674946317,66.14733838412656
8,5,22.825544906554413,51.60874205084389,167,Admin,1,7.55075090463645,60.895088893589936
4,1,32.96844838150319,59.707799971503064,252,Hostel,0,14.249296365672212,90.88703149270843
9,6,30.91013676808634,67.52854820541769,63,Lab,1,27.75580060523514,66.40964273426826
3,4,26.21398854369654,33.22448059523883,32,Academic,0,16.512273649787627,40.442943377515746
4,0,31.45592079188621,38.742702447831185,57,Admin,0,11.172410025619838,49.39686129353758
9,3,20.541303462293175,45.109104249727125,63,Library,0,14.26330751640764,43.229572141998005
10,3,27.602510270657003,44.044832804183216,124,Lab,1,32.096014557083166,99.1858211031458
20,0,22.72568285088205,52.56476648645822,60,Admin,0,10.845583048654174,50.48864772507136
23,2,33.12531648025559,80.38571317692991,248,Lab,0,24.71890070522479,116.55547814098415
9,6,29.87144755065423,72.67670328062982,137,Hostel,0,11.552009344675351,78.07419184300734
7,5,31.24971508906197,46.291152987291625,65,Admin,0,6.297066386628785,36.92286910135846
1,3,25.233789078987893,68.03325040132879,178,Academic,0,21.939448041623056,81.27865022405477
22,1,31.7240552459838,54.35165989466901,285,Hostel,1,13.200698689055812,97.90569879615202
7,5,22.415098457047357,60.156239274591314,280,Academic,0,18.83488543338757,115.29724895425976
15,3,23.132370956762728,40.287110075941705,170,Lab,0,26.54709765481753,111.1964199322774
21,6,27.1242177282022,35.18974673433382,242,Academic,0,15.266538982733504,104.92377301567682
4,2,23.326384095957494,65.98522800708939,119,Hostel,1,19.311712346122775,77.05874412370808
2,6,31.54802444081394,55.492687169201275,191,Hostel,0,8.538175653780494,58.178976801231094
11,1,25.632718701726514,62.83895729595045,186,Hostel,0,19.32904844653857,81.16924660484742
12,6,22.59670285212875,78.90621391066045,226,Lab,0,25.955218901768816,102.09572227972775
12,5,21.94909047451359,51.41799946794936,265,Library,0,14.841099984252732,103.29146178176575
9,1,31.486966630976394,51.55546905996255,191,Lab,0,28.01343538663452,127.6776536881124
3,0,15.279622406329695,81.5299185936879,239,Hostel,0,12.960852105740777,88.27076766260761
8,4,22.944805686329,55.25483920576052,93,Lab,0,28.795404434105578,99.96212654178977
21,0,35.014523919810955,42.950391268613416,125,Admin,1,12.923724561078428,74.25863056369562
23,5,26.278183346615698,66.03523238938878,98,Admin,0,14.138271222215646,69.96212105372409
22,4,31.582265965263183,51.434857835886895,242,Library,0,19.120317338450228,96.89758450274267
1,0,30.137496604460086,42.66042673388226,19,Lab,1,25.477086280048628,66.95319208177537
18,4,27.045628488231106,56.34529899931613,116,Lab,0,28.893758218558396,103.41862541156036
0,3,19.70544708558359,67.4002903166187,98,Admin,0,13.553756800714503,63.11946226389696
6,6,21.370649556377597,37.612268409539226,154,Hostel,0,18.001896551557024,72.00953513749819
16,1,21.286401675811025,37.263463303460625,184,Academic,1,18.898225727490807,85.23865621144228
2,4,30.41025364150155,53.799114101792355,2,Hostel,0,18.09709969924012,42.438632020125944
19,3,31.347902867401526,38.499509830339164,156,Library,0,13.68072266435611,68.82930607932707
19,6,23.605927104809403,35.858909770441436,174,Academic,0,13.978891702360237,84.74838115691081
20,6,27.6061408529155,55.09174100512665,68,Hostel,0,9.905532710584044,33.29675514871545
2,2,28.040573492361055,71.59105710394525,20,Lab,1,25.004365580918805,46.3540204947911
2,0,28.390975658467127,66.82026036340957,297,Lab,0,26.78764518542942,115.31109789123155
16,2,24.19006676939584,53.39588457937954,117,Admin,0,12.047844909337588,49.33243110527696
6,5,36.1902779918547,74.23857983844363,276,Lab,0,28.360125976487666,134.8811033098963
13,3,31.389370931876684,81.02439365153262,129,Lab,0,22.398190487043742,83.98929908655198
16,2,28.36541882395419,62.368322370453896,205,Library,0,21.173335306315536,104.27701851816707
17,2,25.405849095400573,49.507125420270484,196,Academic,0,24.035941472432473,109.37394928823937
12,6,23.832157742487304,78.43923737006168,134,Hostel,0,16.805515750038122,73.61553045454495
19,3,29.989475467329743,77.77822834666905,202,Hostel,0,17.795482391544503,96.63871495112713
19,6,25.6311397611538,58.80094230233837,34,Library,0,11.341834882465422,59.14944254330804
20,1,28.668659632976734,73.34268235094463,29,Academic,1,22.096790970152068,74.8724936078483
17,4,18.503444145773834,43.28073019118756,256,Lab,0,28.221189283104877,96.20162763411051
3,5,25.351030898456525,23.99139579011496,181,Library,0,18.902190774035333,71.93531628051335
0,5,27.45456051441663,40.432163400918284,207,Lab,0,28.54067172573316,106.6166437983309
17,0,32.83906105402268,58.09854520216854,128,Hostel,0,15.333610110250337,74.91880259747361
0,6,23.38837971866132,53.887305402349206,62,Library,0,17.213447894707798,40.69968711015151
12,4,20.570833802264083,69.42794245976634,76,Library,0,19.57700463136713,46.604095627326814
19,0,30.223611310370885,32.71516750761853,14,Library,0,14.129937921886913,51.94569780005828
19,5,27.679717826771302,33.0083263018892,58,Hostel,0,15.10066102603924,46.92176342396094
22,4,19.389882095926904,66.43456698370458,150,Hostel,1,12.341009876096853,70.62857228634192
9,2,19.639202431777523,33.46110014384944,107,Admin,0,11.543711252819945,53.90076211239037
10,1,24.765620489648676,50.93869762666453,106,Hostel,0,5.982997204675399,46.07040059542837
8,2,27.581263061741435,55.368443996441066,138,Hostel,0,11.388318529814534,53.17617634892028
8,1,34.946425645468,45.24266208126346,279,Lab,0,24.691024117455378,116.01756130221325
4,6,22.594303336633555,63.66791821144433,71,Hostel,0,12.730568113606953,42.996353995705995
0,3,30.69388563459475,24.071989090664953,110,Academic,0,18.99955066568628,78.6725694550148
16,0,18.195746010835535,82.47892134900059,225,Lab,0,22.444984899001774,107.50774276518331
21,0,29.804804438625258,50.04795947068969,105,Admin,0,11.002714004074209,87.61469256444553
1,3,35.532924230667874,52.44592205720996,158,Academic,0,23.25624726741163,69.70473966458275
23,4,28.70852358326966,95.40365803639864,149,Admin,0,11.104325911817059,73.1005828464884
12,3,24.659177046132363,34.60149317155928,13,Library,0,19.894606452685093,46.25656548462888
8,6,34.16268077500284,39.32353069251661,4,Library,0,19.697517545954856,40.758863792897344
3,5,29.74440915651836,76.06745917141902,126,Library,0,14.238859571489497,61.07593174507777
4,3,28.767973033677556,31.653047622484564,272,Hostel,0,15.708127994921032,86.95820227712325
10,1,22.911335299552697,62.42770661272929,210,Hostel,0,10.060874977214473,65.42043710841662
23,5,29.818849533639153,45.90578126726008,216,Lab,0,22.838288639925096,125.44000837338574
18,3,24.57641922825966,30.757891572360197,78,Academic,0,20.33523111222811,64.71716637705046
20,0,29.557210423145,62.90274033560955,92,Academic,0,21.52566405963745,85.11567861790923
2,2,28.242695699113177,63.34386086814263,237,Library,0,20.840105582656843,104.36970918445826
11,1,33.42058272952453,55.02078782264502,233,Library,0,15.511318955986575,105.1763464563383
18,6,25.119970397523804,86.03633417536554,176,Hostel,0,14.526674580642883,72.30651767954956
18,1,27.25326635668609,43.42754013214507,254,Admin,0,12.2934314856168,103.42265484254082
12,4,31.99156618450569,67.9986043573498,131,Academic,0,25.38065024174842,85.92801048419048
6,2,26.819812142232294,59.91012270440575,264,Academic,0,24.026926683249485,126.23421022319923
14,1,27.892369271555918,69.57282647653452,291,Admin,0,13.154027158172942,105.50438556916129
22,3,25.9663430924241,47.438697563047384,178,Academic,0,22.381624564590897,81.17835216764887
6,1,27.181770805924856,34.22995910446339,145,Academic,0,21.04909957515094,87.72969198641805
7,1,31.35478786047906,44.769828198699244,142,Hostel,0,17.224322032529848,83.21248353473457
4,1,37.17956200100414,54.04332154557853,19,Academic,0,22.585367733628157,43.31864451255836
20,4,19.607494057258812,65.2134330844122,57,Library,0,15.093814807999507,63.893294445506115
13,1,21.67490535843268,55.25930145649321,295,Library,0,16.298331458504986,118.01109324301743
3,1,27.292618982672014,58.226155319740435,65,Lab,0,26.485554489673035,78.02737674583632
22,4,28.248218817837596,80.88343279165144,12,Hostel,0,14.455555728240407,41.90809048446159
9,5,26.911740546074665,54.63666927690874,61,Hostel,0,12.47659069372315,59.05504097139137
19,2,25.233607135659646,47.01439574994412,45,Library,0,17.010709174942917,62.94251050524518
14,6,21.838212478393284,61.60486998356096,92,Hostel,0,12.472849509223042,54.51375485603158
17,5,24.94617546433854,29.262765264577393,222,Hostel,0,12.244352422245091,77.07423739314063
19,0,32.086183094989444,29.230642161564795,22,Lab,0,25.64377253943355,76.52268097239738
12,4,28.465333881407794,52.98921480532598,66,Admin,0,12.808313099051624,43.144003589700056
7,4,31.377809489524513,41.00649111705535,113,Academic,0,23.67701028434447,77.14785190649177
8,1,21.982929650144353,45.87642350143465,205,Lab,0,28.130166455788558,115.3643461039483
15,1,35.220716603564334,69.02160165865972,65,Admin,0,15.330383353032206,76.16251295033467
18,6,25.190576743687576,62.8936742144625,49,Academic,0,25.31793577624952,65.37021749748602
15,0,30.37600813973549,53.84537427068478,140,Library,0,14.243906241591642,55.49585337391895
6,1,27.374597340149915,56.24449102947754,257,Admin,0,14.133689600283398,82.36496316559561
13,3,25.29992830714969,48.632278832331195,33,Academic,0,22.253663058581672,67.097622532474
13,1,30.164092706326613,67.74011356088573,295,Lab,0,26.767728411663924,119.06693544885394
3,1,31.002548986135935,66.88812679390497,252,Academic,0,22.678407712370266,112.73440005059429
14,3,41.4400714524553,69.86399273657419,68,Hostel,0,14.262641863955084,53.98320047822351
2,0,31.196349737388978,69.17390494079139,188,Academic,0,22.012388698108563,82.32137981893703
4,3,31.121345771704128,55.81072209729752,152,Library,1,11.750626587614576,63.21468222068064
0,4,33.7244081184907,44.52684285636626,202,Lab,0,26.006371697026083,108.42539107010194
2,3,30.659270102369003,52.490433672490305,76,Admin,0,14.1250591718148,35.99826586928312
14,2,27.806426155267445,56.749368100168915,190,Academic,0,23.08524767224175,96.44456155224665
23,4,29.62862517121815,44.889601790951005,27,Lab,0,23.417523903870443,73.02459325440078
7,1,32.2740351782568,79.44803732126613,212,Library,0,15.754573163211433,77.24470576522856
3,6,34.9538158601674,79.52291749924635,55,Admin,0,8.810446694852232,47.714727149973854
1,4,20.4465764829297,53.198982096000066,111,Academic,0,18.836491069648222,60.60943087163
23,0,18.548796679315018,70.46319996518159,242,Library,0,16.94782265590559,86.6206261851146
23,0,34.74187724169023,63.40032273009544,153,Hostel,0,17.106462667096917,83.7829234691901
9,3,24.012697385967883,47.550687014970066,154,Lab,0,28.711306367710876,84.90323023916119
3,4,19.710335031395203,61.180157238647915,281,Lab,0,26.668285773354032,108.32855195496408
2,1,19.24018232647209,43.386158424058486,270,Academic,0,18.04730885194417,100.98123093143647
1,0,37.00924012817945,41.799956589874014,49,Library,0,15.58197452166364,45.83498034337431
16,5,32.38806407263995,62.15355138377327,67,Admin,0,19.611570689694744,75.34383921025427
22,1,24.024535926808237,62.332121116050246,131,Admin,1,7.804270406967131,60.77765458819781
20,5,24.23122829716318,95.41131303006912,157,Admin,0,8.376767745297364,61.14930922427648
